,ApplicationApproved,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,Avg30DayGamblingSpend,Avg30DayCashWithdrawals,NumberOfDirectDebitsFailingLast30Days,CreditCardUsedForUtilities,Avg30DayBenefitsReceived
2488,0,0.161934805,41,3,0.392860714,10000.0,10,0,1,2,3,77.1592293399816,80.05423582471792,2,0,0.0
2489,0,0.9999999,71,0,0.323851204,913.0,1,1,0,2,0,68.53320348054551,51.76469239195167,5,1,456.5
2490,0,0.27290903,35,0,0.437391136,5166.0,5,0,1,2,1,94.70879344121316,63.62971997274795,1,0,0.0
2491,0,0.736723641,61,3,0.722875287,7400.0,14,1,3,1,0,87.01280507524959,218.924278750416,5,1,556.491884923315
2492,1,1.038147139,60,3,0.029893925,3110.0,5,1,0,2,0,62.39996715551315,121.31895994762048,3,0,538.9887684787343
2493,1,1.395472703,25,1,3.0,,2,0,0,2,0,107.90405606976366,213.1988192393325,4,0,0.0
2494,0,2.0,41,0,3.0,,3,1,0,2,0,99.57860087567688,0.0,0,0,0.0
2495,1,0.270843632,44,1,0.495576294,8250.0,12,1,4,1,2,54.91347096660594,0.0,1,0,0.0
2496,1,0.9999999,31,0,3.0,300.0,3,1,1,1,0,60.30449781688914,0.0,1,1,0.0
2497,1,0.733943543,28,1,0.182900037,5461.0,8,0,0,1,1,39.47705082391079,65.0039577383039,2,1,0.0
2498,0,0.801265706,52,2,1.167817186,4200.0,18,2,2,2,1,67.00103580834178,0.0,5,1,515.8458752970062
2499,1,0.422397043,53,0,0.059640727,28000.0,17,0,0,1,2,65.90332304837395,93.08973206593836,0,0,523.1053045107592
2500,1,0.429887505,51,0,0.592129919,1600.0,18,0,1,1,0,81.4466232430066,0.0,3,1,523.8390175832876
2501,0,0.894776306,30,2,0.35019112,3400.0,5,0,0,1,0,75.79820940943773,77.43630494179368,1,0,0.0
2502,1,0.785442911,28,0,0.481851657,1900.0,6,0,0,2,1,46.389811850414944,190.0,4,1,0.0
2503,0,0.960537958,50,1,0.381843295,7963.0,5,6,1,2,3,78.76329255172134,0.0,2,0,0.0
2504,1,0.891386801,28,1,0.182110337,5600.0,13,0,0,4,0,90.79583958674868,84.81096828376064,3,0,0.0
2505,1,0.581730669,60,1,3.0,,21,0,2,1,0,77.67331238323838,13.63103409681242,0,1,548.4955563382923
2506,0,0.950345973,60,6,0.732920856,3878.0,12,4,0,3,0,68.37466678932573,0.0,2,1,528.8420126689173
2507,1,0.942152276,57,4,0.866853259,2500.0,11,1,1,3,1,54.43359545523207,123.39164957133232,3,1,544.4944523569471
2508,1,1.178928247,40,2,0.096074128,4100.0,5,0,0,1,2,61.29882477271633,21.87236876367228,3,1,0.0
2509,0,1.02334292,59,5,3.0,,9,6,0,2,0,74.03935571930805,0.0,4,0,551.7386145615704
2510,0,0.81054584,57,2,1.141452126,3456.0,29,0,1,1,1,79.97881838943552,0.0,0,1,523.949713584029
2511,1,0.9999999,47,0,0.757432255,3800.0,2,1,0,3,2,120.16724011640282,0.0,2,0,0.0
2512,1,0.992435703,51,4,0.37243323,7450.0,12,2,2,2,2,45.941780429746,0.0,1,1,539.6383714313818
2513,0,0.9999999,41,4,0.515566981,3500.0,6,0,0,2,3,66.16539922831012,0.0,3,0,0.0
2514,0,0.475003731,51,1,0.386441403,4675.0,8,0,1,3,2,73.55877533275512,16.08155018015089,1,1,555.8220714286596
2515,1,0.198597352,64,0,0.482041437,12500.0,16,0,4,1,0,69.00470103891249,0.0,0,0,509.6567551849779
2516,1,0.894614555,37,0,0.1535418,7834.0,6,0,0,2,3,49.50979960867393,0.0,1,1,0.0
2517,1,0.187508116,58,0,0.466074826,3153.0,5,0,0,1,0,73.96039611145221,0.0,3,0,565.1202835533171
2518,1,0.0,30,0,0.06306722,6500.0,3,0,0,1,3,98.0208625366462,257.03317214121296,4,1,0.0
2519,1,0.190305402,31,0,0.52424081,1876.0,6,0,0,1,0,49.88512626001716,0.0,1,1,0.0
2520,0,1.03150349,41,6,0.316843547,11683.0,4,0,1,1,1,78.64334931331975,0.0,3,1,0.0
2521,1,0.264038735,35,0,0.287884846,2500.0,4,0,0,1,0,55.36505573600998,75.05553170856811,0,1,0.0
2522,1,0.296800421,56,1,0.264602441,14500.0,10,0,2,1,3,68.9732641892374,0.0,0,0,545.2124921653503
2523,0,0.537417139,38,1,3.0,,5,3,1,3,0,75.0489815921084,80.13045857365567,1,0,0.0
2524,1,0.347007397,26,0,0.01076509,2600.0,5,0,0,2,0,85.07109863928598,0.0,0,0,0.0
2525,1,0.000340258,50,0,0.25474905,5000.0,6,0,1,1,3,49.03994811751021,160.74309970879847,1,1,0.0
2526,0,0.9999999,49,0,3.0,,2,1,0,1,0,74.61046164065716,109.75851046720952,4,0,0.0
2527,1,0.9999999,25,0,0.097942172,3838.0,1,1,0,2,0,85.5389401489766,0.0,3,1,0.0
2528,0,1.238451935,52,3,0.266291231,8700.0,5,2,1,3,1,70.85778824483661,57.438529429705234,4,1,543.2630377265573
2529,0,0.0,36,1,0.599189021,3205.0,6,1,1,2,2,62.882438488826764,147.13606663532187,4,0,0.0
2530,1,0.846186052,70,1,0.411110195,12132.0,9,0,2,1,1,49.87877377863572,149.67705795428773,4,0,556.1724299406175
2531,1,0.9999999,40,0,0.009696459,2371.0,1,0,0,1,0,96.45933824737033,0.0,4,0,0.0
2532,1,0.687748963,45,2,0.787285086,2500.0,24,6,1,4,2,54.72769009498949,0.0,1,0,0.0
2533,1,0.9999999,39,0,0.483481064,1240.0,1,1,0,1,2,91.53470062320233,0.0,2,1,0.0
2534,1,0.103780017,51,1,3.0,,8,1,1,1,2,53.231929558743786,0.0,3,1,550.8123674406254
2535,1,0.0,37,0,0.262573743,10000.0,9,0,1,1,1,55.78552966621709,251.3875076798093,2,0,0.0
2536,0,0.252955252,59,0,0.238768164,7500.0,12,0,2,1,0,85.28969153092791,4.511963555159319,4,0,557.894827630408
2537,1,0.984595256,47,2,0.313702503,14500.0,10,0,2,1,0,85.82986983433693,0.0,1,1,0.0
2538,0,0.331394741,34,2,0.396095974,7376.0,6,0,2,1,1,85.78456339769708,0.0,0,0,0.0
2539,1,0.0,42,2,0.008061561,2728.0,4,3,0,1,1,70.75587732538797,37.258439604580126,2,1,0.0
2540,1,0.9999999,52,0,0.174275242,3000.0,2,3,0,1,0,37.41802666004378,0.0,3,1,526.7276391134337
2541,1,0.643359751,58,2,3.0,1.0,6,1,1,2,0,0.3,0.1,1,0,0.5
2542,1,0.337239209,64,2,0.487681971,12501.0,9,0,2,1,1,37.18410676631474,65.39105584819322,3,1,528.3376770325032
2543,1,0.542668131,35,0,0.231964484,9009.0,9,0,0,2,2,63.94390129563139,100.6593561513757,3,0,0.0
2544,1,0.9999999,32,0,0.178302196,3050.0,1,0,0,1,2,65.3953833169445,0.0,4,1,0.0
2545,0,0.283079658,65,1,0.745110214,3220.0,2,2,1,1,3,93.31946923084196,43.73422572222134,0,1,556.9005728262288
2546,0,0.019279214,79,2,0.378515757,2950.0,13,1,0,1,0,74.93337054493738,60.03391055609805,5,1,547.5323985499781
2547,1,0.732342411,67,5,0.876435008,8100.0,14,0,3,3,0,79.62020910613094,78.07142208391976,4,0,542.8681639858415
2548,0,0.961038961,49,2,0.212248608,8800.0,3,0,1,3,1,84.33203257565313,134.72334380209438,0,1,0.0
2549,1,0.418213242,47,0,0.397200933,3000.0,6,0,1,1,3,52.56961392685985,54.45230190618551,0,0,0.0
2550,0,0.417394064,32,3,0.171027552,5770.0,7,3,0,3,1,96.69275467578234,78.15461415879989,0,1,0.0
2551,0,0.0950448,89,1,0.031737194,1795.0,10,1,0,1,1,95.47470895579364,11.956079236525383,2,1,527.0000488057092
2552,0,0.9999999,55,3,0.581284496,3985.0,3,1,2,3,0,66.8473943686567,69.80995687159823,0,0,532.0383023218109
2553,1,0.9999999,36,0,0.082415421,5083.0,2,0,0,1,0,84.99221784033051,16.727255016639234,2,0,0.0
2554,1,0.34159369,54,0,3.0,,4,0,2,1,0,65.52067072240936,48.97838408105573,0,1,532.028388476382
2555,0,1.040636605,51,3,0.618155198,3414.0,9,1,2,2,0,104.52353245175544,55.65589891553466,1,0,522.1308612049517
2556,0,0.742658668,50,2,0.503640217,10850.0,8,3,2,3,3,77.49070892610686,0.0,4,0,0.0
2557,1,0.334835575,53,2,0.383595851,5205.0,8,0,1,3,5,85.57252368620749,0.0,4,0,544.1994118084713
2558,1,0.238829674,56,1,0.259947774,16083.0,25,0,2,1,0,88.29644242350875,36.27011464678121,3,1,562.6822026977491
2559,0,0.853132676,52,3,1.035396156,4265.0,11,2,1,4,1,72.57443110998636,0.0,3,0,548.0353585777247
2560,1,0.172610556,45,0,0.419944007,7500.0,7,0,2,1,1,101.24952071107174,0.0,1,1,0.0
2561,1,0.71806218,65,0,0.258518637,6250.0,8,0,1,1,2,89.05450658773478,88.37972945008114,1,1,561.6284016832121
2562,0,0.607425676,78,3,0.626569461,7406.0,17,0,2,1,0,72.93014182867445,248.9535910927553,0,0,539.5361181029846
2563,1,0.23160153,26,0,3.0,,5,1,0,1,0,66.68340967443902,0.0,1,0,0.0
2564,1,0.535448968,62,0,0.613343588,5200.0,11,0,1,2,1,72.94971431490646,0.0,3,0,526.8487366209805
2565,1,0.0,64,1,3.0,,8,0,1,1,0,56.28317537037368,187.45980080040124,4,0,561.330868765083
2566,1,0.110195201,55,0,0.523279063,3500.0,12,0,1,1,0,90.7232849288153,109.20449692483346,0,1,575.5071528296818
2567,1,0.914714152,47,0,0.183886839,4877.0,7,0,0,1,2,116.69963092876075,0.0,2,0,0.0
2568,1,1.417165669,26,0,0.109838626,1920.0,2,0,0,1,0,94.81052210724104,151.2656494676134,0,0,0.0
2569,1,2.0,46,0,3.0,,1,3,0,1,0,77.55533010580494,290.99009001306706,1,0,0.0
2570,1,0.935441535,35,1,0.718793829,12833.0,11,1,4,1,0,47.4251150251825,3.870133008734328,3,0,0.0
2571,1,1.182828123,36,2,3.0,,12,1,0,3,0,77.37766966460082,0.0,2,1,0.0
2572,1,1.282392027,36,4,0.267665953,1400.0,5,0,0,1,0,70.40819507456573,33.25988955162522,1,1,0.0
2573,1,0.904727515,76,0,0.504041146,1360.0,8,0,1,1,0,49.11633690326883,89.89269504276996,1,1,525.620632311576
2574,1,0.06494264,55,0,0.017830362,6000.0,5,0,0,1,0,65.47680520401906,28.843028417306098,1,1,523.9278519003162
2575,0,0.8752499,56,2,3.0,,6,3,1,3,6,85.00486226215745,119.79951032224298,0,0,533.1357577783793
2576,1,0.466153846,64,8,3.0,236.0,8,0,2,2,0,61.87339197330063,23.6,0,1,118.0
2577,0,0.9999999,54,0,0.0,2000.0,1,0,0,1,0,71.31469132898114,7.337024724276411,4,1,582.7855321858235
2578,1,0.859218892,28,0,0.098657962,2756.0,1,1,0,1,0,62.255445838218655,20.30933370288261,2,0,0.0
2579,1,0.9999999,42,0,0.093962415,2500.0,1,1,0,1,0,105.49231061186174,30.74841705878223,3,1,0.0
2580,0,0.42049669,49,2,2.052173913,2299.0,10,0,1,1,0,76.72187842074732,0.0,5,1,0.0
2581,0,0.016627345,48,4,0.529271883,8830.0,16,3,1,2,1,81.35412898322,203.3627918304637,0,1,0.0
2582,1,0.275626069,52,0,3.0,,5,0,0,2,0,50.44879727707568,10.761325248124216,1,0,535.2386549391905
2583,1,0.0,53,3,0.232210573,4482.0,11,0,2,2,1,57.286160111914114,223.60116841622207,1,1,549.5248739344198
2584,0,0.752173468,60,2,3.0,,9,1,2,4,0,92.32881087507688,32.554547645273416,3,0,507.9680173237386
2585,1,0.9999999,54,1,3.0,,2,0,0,1,0,79.44301997316732,73.51593782562313,2,1,529.228953124505
2586,0,0.964143426,44,1,0.183980484,4918.0,6,0,0,1,1,82.66182958230767,34.74448667299318,1,1,0.0
2587,1,0.961936502,42,2,1.054525627,2750.0,8,1,2,1,2,80.0929020215359,19.268982788542065,3,0,0.0
2588,1,0.9999999,21,0,3.0,,1,0,0,1,0,57.39904581689882,96.69832345668571,1,1,0.0
2589,1,0.04559544,36,0,0.049046322,1100.0,3,0,0,1,0,44.36653458568499,110.0,1,0,0.0
2590,0,0.018024904,52,0,0.220169361,5195.0,9,0,1,1,0,66.91701185381442,81.34721359136879,1,0,513.957616634437
2591,1,0.628391648,63,2,0.18497072,30566.0,16,0,2,1,1,74.3255181672709,191.33714281290128,3,1,572.5146525548097
2592,1,0.013873266,33,1,0.104074171,7657.0,4,0,0,1,0,70.66303701699029,46.78713716480478,4,0,0.0
2593,1,0.001890458,47,3,0.268693009,6579.0,15,0,2,2,1,78.62525944473158,166.13359685028456,3,1,0.0
2594,1,0.9999999,47,1,0.633818909,3500.0,2,0,1,1,2,40.37928693780336,206.2343122382474,4,1,0.0
2595,0,0.695381898,61,3,0.656663907,4831.0,17,0,2,2,0,78.50360983489001,93.36788344023876,3,0,512.463954982788
2596,1,0.039515725,60,0,0.259049069,14448.0,11,0,2,1,0,64.7085783322029,5.626872581882111,1,1,522.1530498147408
2597,1,0.234349237,58,0,0.184798197,4880.0,17,0,0,1,0,63.5761561115769,0.0,1,1,520.936583081874
2598,0,0.290059264,47,3,0.627312479,2972.0,8,3,1,1,3,63.36557365060583,164.02680000156124,4,1,0.0
2599,0,0.9999999,40,2,0.460507898,5000.0,7,1,1,1,0,81.09395070642813,52.003916672497134,0,1,0.0
2600,1,0.941521058,46,3,0.274215723,8000.0,8,1,1,3,3,115.05734901535877,136.56818198649557,0,1,0.0
2601,1,0.715738173,48,2,3.0,,11,0,0,1,0,55.35434542642599,0.0,1,1,0.0
2602,1,0.352830974,39,0,0.132247929,3500.0,8,0,0,1,0,65.26039159705255,0.0,3,0,0.0
2603,1,0.531367158,44,0,0.223253275,3663.0,3,0,1,2,3,90.8205543284291,0.0,0,0,0.0
2604,0,1.34620506,74,1,0.124943208,2200.0,5,3,0,1,0,77.15697630911684,14.082606981078795,1,1,561.2827163973516
2605,0,0.974266514,40,3,0.13130352,8407.0,5,3,0,1,1,62.87157896299175,149.36211959413723,4,0,0.0
2606,1,0.921436054,48,2,0.118389897,3800.0,3,0,0,1,4,54.25713313393827,164.11429378364207,2,1,0.0
2607,1,0.161374402,41,0,0.366572674,3900.0,8,0,2,1,2,56.17233166378203,54.58915398061863,3,0,0.0
2608,1,0.152361255,53,2,0.163075332,5800.0,8,0,1,1,1,74.85484423612937,208.6908109879143,2,1,547.4592962141676
2609,1,2.0,57,0,0.147588193,4166.0,3,0,0,1,0,71.59204705429077,31.808357844689823,2,1,521.7429754782682
2610,0,1.009092719,33,1,0.661112535,3900.0,6,0,2,2,0,102.11946031179384,70.73985696799204,3,0,0.0
2611,1,0.127036914,60,5,0.653335574,5950.0,23,0,1,2,0,73.47000673481702,178.60974849633817,4,1,556.2464348488132
2612,1,0.352675269,48,1,0.198477571,35600.0,22,0,2,2,2,51.20420745959138,126.39959120118262,3,0,0.0
2613,1,0.9999999,53,1,1.625936599,1734.0,5,2,2,1,0,78.236660325685,0.0,0,1,552.6658972853123
2614,1,0.598570307,54,0,0.586853287,4000.0,12,0,2,1,1,74.85204874226821,157.9517051875949,0,0,548.6760415738362
2615,1,0.024114457,70,0,0.251549833,4193.0,5,0,1,1,0,74.99340112071022,0.0,3,1,550.8289089234894
2616,1,0.9999999,49,3,0.375528275,4968.0,6,0,1,2,2,86.13338226370058,0.0,2,1,0.0
2617,1,0.283066028,59,0,0.446753948,14817.0,7,1,3,1,0,62.75676324191641,0.0,3,0,569.499281851984
2618,1,0.618480341,35,2,0.480108311,4800.0,7,0,1,1,0,86.47513157178233,160.49111219189143,0,0,0.0
2619,1,0.854921129,45,2,0.195070792,3813.0,11,0,0,1,3,65.55516384338112,0.0,4,1,0.0
2620,0,1.44795539,27,1,3.0,,4,3,0,1,0,64.42036031674368,41.196956923997696,3,1,0.0
2621,0,0.867555478,33,4,0.164208948,4000.0,3,1,0,1,1,95.61726102828152,36.026136213397166,1,1,0.0
2622,1,0.9999999,32,2,0.387564767,1929.0,1,0,0,1,0,60.32999110782541,6.943870885049833,4,0,0.0
2623,1,0.0,44,1,0.355783919,7200.0,7,0,2,1,1,58.344738458266576,197.0244395099829,2,1,0.0
2624,0,0.574850299,31,0,0.090969677,3000.0,2,0,0,1,0,63.14861516958196,0.0,0,0,0.0
2625,1,0.002601871,70,0,0.172182782,10000.0,26,0,1,1,0,49.642439282808354,0.0,2,0,528.8245680016997
2626,1,0.528401135,49,0,0.434335229,11078.0,12,1,3,1,2,38.5277846475547,0.0,1,1,0.0
2627,0,0.9999999,62,0,0.059927456,6340.0,1,0,0,1,2,83.4937465663653,40.38994505860804,3,1,538.5326032233593
2628,1,0.9999999,36,1,0.168415792,2000.0,2,0,0,1,0,43.530434480033605,117.4351935968962,3,0,0.0
2629,0,0.9999999,56,0,0.058659556,8250.0,2,2,0,1,0,71.76255551086973,0.0,5,1,542.8055148417429
2630,1,0.57662052,44,0,0.487723832,5416.0,14,0,0,1,0,61.07693387932237,186.79717314679584,1,1,0.0
2631,1,0.9999999,30,0,3.0,,2,0,2,2,1,51.62391720909458,22.231405408383104,4,0,0.0
2632,1,0.585009834,64,1,0.89,5399.0,10,3,2,6,0,104.79174808293445,0.0,2,1,536.3523746233026
2633,0,0.0,52,2,3.0,,6,0,1,1,0,69.08096619051062,300.93512264901346,4,1,557.4280399627721
2634,1,0.940557601,30,2,0.102592388,3625.0,6,0,0,2,1,67.42566415372717,222.3423138267324,4,0,0.0
2635,1,0.029850746,32,1,0.55910337,6200.0,4,5,1,2,2,115.35628750322768,141.2417832073939,3,0,0.0
2636,0,0.694250255,47,3,0.455402112,6154.0,23,0,1,1,1,73.88589290808783,75.67233260922497,5,1,0.0
2637,0,0.9999999,33,0,1.030692363,1400.0,4,2,2,1,0,66.93688907878152,8.859141959286596,3,0,0.0
2638,1,0.9999999,48,2,0.341725287,2700.0,8,0,2,1,1,49.98968903601683,92.41512431041704,1,1,0.0
2639,0,0.98913201,37,2,0.549578059,947.0,5,0,0,1,0,92.3501209654272,15.624585375101134,2,0,0.0
2640,0,0.590288807,46,3,0.806771849,5640.0,13,0,2,2,2,62.13662872348296,103.7449506178498,0,0,0.0
2641,1,0.48394718,64,1,0.316748979,16400.0,16,0,2,1,4,83.26440753922174,280.73745962308794,1,1,571.5306565436968
2642,0,0.790578825,51,0,0.183704074,4000.0,4,0,0,1,1,64.6968506968093,69.39571162363703,3,0,568.180663189175
2643,1,0.217476361,54,2,0.022782503,6583.0,5,1,0,4,2,95.49120195997288,0.0,3,0,576.5815376956169
2644,1,1.139813582,39,2,0.480141964,5916.0,8,2,2,2,3,91.44376604597451,136.71478860255326,1,0,0.0
2645,0,0.71314741,25,0,0.144663334,3400.0,2,2,0,1,0,83.48193956938692,37.31676239601688,5,0,0.0
2646,0,0.922155689,59,2,3.0,,5,2,1,1,0,87.9563194815803,0.0,1,0,547.3156090154444
2647,1,0.9999999,40,0,0.076131981,7000.0,2,0,0,1,2,58.82837710727306,138.18905932988991,4,0,0.0
2648,1,0.751781027,53,3,0.42239508,5527.0,6,0,1,2,0,51.26532582386572,0.0,2,0,559.7564909069989
2649,1,0.9999999,76,0,3.0,,0,0,0,1,0,96.36140801182596,199.14038345861712,3,0,571.2398587312346
2650,1,0.398915174,75,1,0.306769323,10000.0,18,0,1,1,0,107.77987586000988,0.0,2,1,529.6812851648714
2651,1,0.46035976,51,1,0.005126891,3900.0,2,0,0,1,3,73.6851366650692,0.0,4,0,538.5216012068355
2652,0,0.189257825,62,0,3.0,,8,0,0,1,0,89.16422989071526,123.50772045384085,2,1,552.6522467693612
2653,1,0.9999999,45,0,0.063489418,6000.0,2,1,0,1,0,66.74344209351408,0.0,4,1,0.0
2654,1,0.9999999,44,1,0.670828604,880.0,5,1,0,2,0,65.70464362001191,88.0,1,1,0.0
2655,0,0.998625172,48,1,0.137595944,14200.0,4,3,0,2,3,73.01598780474453,69.2803222623559,2,0,0.0
2656,1,1.099780044,54,1,0.261752757,3445.0,4,0,0,2,1,91.8875557010077,104.26612113351548,0,1,555.3977451508146
2657,0,0.997313834,50,0,0.51169766,5000.0,8,0,1,1,1,75.4591874740228,123.20633553096808,0,1,0.0
2658,1,0.064065437,66,0,2.613619541,1350.0,10,0,2,1,0,77.00908775744466,33.045701520663044,3,0,517.7452308707922
2659,1,0.629024732,38,0,0.233591521,4905.0,7,0,0,1,1,58.73891629541873,56.43363741472599,0,0,0.0
2660,1,0.502939399,52,0,0.313797193,10117.0,12,0,1,1,3,76.67784603022113,0.0,2,1,537.7022333297676
2661,1,0.734284381,45,0,3.0,0.0,6,0,2,1,0,0.0,0.0,2,0,0.0
2662,0,1.005499083,60,1,0.418300654,2600.0,9,0,0,3,0,77.52392565200971,194.7812630867756,0,1,510.3688570413164
2663,0,0.377637497,31,1,1.378232387,8700.0,13,0,6,4,2,68.24015307014913,33.59191980925358,4,0,0.0
2664,1,1.0,40,1,3.0,,7,0,0,1,3,82.64057892444299,300.5766972942829,2,0,0.0
2665,1,0.764667322,52,2,0.269075021,9383.0,11,2,2,2,0,51.49139132235586,0.0,4,0,521.3850879586548
2666,1,1.059850374,28,0,0.005466615,2560.0,2,0,0,1,3,88.58592560511832,171.1106599176859,2,1,0.0
2667,1,0.007092268,63,1,0.108786196,10083.0,15,1,2,1,0,48.6326737108959,49.54279696427975,1,0,527.6728108209728
2668,1,0.9999999,47,2,0.337451235,3075.0,3,0,1,2,0,80.3346348857635,0.0,2,1,0.0
2669,1,0.773216907,50,0,0.677205783,7400.0,16,0,1,4,0,72.32507450808481,134.321735513934,0,0,0.0
2670,0,0.566751792,40,0,0.2010541,6450.0,9,1,0,1,4,65.30426801845415,4.272587257288556,1,1,0.0
2671,1,0.091660473,66,0,3.0,,21,0,6,1,1,75.19003724019791,0.0,0,0,544.6643037872117
2672,0,1.120722799,30,0,1.220355929,5000.0,8,0,2,2,0,72.01172639132908,39.60151032473426,5,1,0.0
2673,1,0.857232766,36,2,3.0,,16,0,2,1,0,63.90970694936363,0.0,2,0,0.0
2674,1,0.710728927,33,2,0.358390555,8300.0,10,0,1,1,2,75.25807123039417,97.62430728787918,0,0,0.0
2675,0,0.595822686,62,4,3.0,,9,7,1,2,0,65.04967747113282,152.05999000282128,2,0,574.8157512251853
2676,1,0.907015497,59,0,0.052081578,5932.0,2,0,0,1,3,52.48846941918375,20.90346226818992,2,1,506.69509658056376
2677,1,0.365029993,27,0,0.031498338,6920.0,6,1,0,2,1,53.556434091086565,9.226310347908502,0,1,0.0
2678,1,0.02663929,39,0,0.329178029,7700.0,10,0,1,1,1,82.54094454848214,0.0,1,1,0.0
2679,0,0.917880482,52,5,0.538576904,6000.0,10,0,1,3,0,88.08528611246712,64.64629451961768,3,0,514.7744391126001
2680,1,0.125815649,59,0,0.37506279,17916.0,16,0,4,1,3,77.43347382385997,0.0,2,1,568.983203705312
2681,0,0.842768478,73,2,0.666940654,6082.0,19,2,6,1,0,97.56925316325274,117.2946127512754,2,1,521.7999437797769
2682,1,1.002498751,31,1,0.017426082,7000.0,2,1,0,1,2,49.761332832612894,98.36227578872044,1,0,0.0
2683,0,0.9999999,48,0,0.166358025,3239.0,2,5,0,1,0,75.48733199718761,0.0,4,0,0.0
2684,0,0.9999999,33,0,0.136621126,3000.0,1,0,0,1,0,62.9977504943479,70.4700019535569,5,1,0.0
2685,0,0.858205486,45,0,0.024877832,2250.0,6,0,0,1,1,93.65179369114972,85.28160452069588,3,1,0.0
2686,1,0.567767146,39,2,0.344203761,4200.0,7,0,0,1,3,90.16328209645386,91.75995911726268,3,1,0.0
2687,1,0.8891258,48,2,0.145908908,2480.0,5,0,0,2,0,85.72565249398804,126.74174551374672,4,1,0.0
2688,1,0.063464561,54,1,1.140964759,4000.0,27,0,4,1,0,62.03168310945738,54.11791872359896,2,1,571.1885991115143
2689,1,0.173520326,49,0,0.62619409,11200.0,7,0,2,1,1,65.39375463997138,31.54921162564585,1,0,0.0
2690,1,0.076997345,75,0,0.141010576,850.0,9,0,1,1,0,95.1496426353829,55.5816359453049,4,0,425.0
2691,1,1.003498251,51,0,0.42295466,5976.0,6,0,2,1,0,59.30671721225868,51.37057683009834,1,1,519.4406621341766
2692,0,0.776100382,45,2,3.0,,10,0,1,2,2,80.83773585251575,11.69483222358896,4,0,0.0
2693,0,0.209580838,27,0,0.380309845,2000.0,3,1,0,1,2,73.88409727575512,24.96315000442797,0,0,0.0
2694,1,0.960168326,53,8,0.497947584,9500.0,10,2,2,2,1,85.3525997469882,136.89839556132523,0,0,531.4232507343013
2695,1,0.860893427,60,1,0.160634529,6492.0,4,0,0,1,0,37.25740464493008,67.89755491978084,1,1,526.0854272009359
2696,1,0.122938531,72,1,0.241630056,6600.0,6,0,0,1,0,86.33942793688088,41.48517100413858,1,1,582.3299934210388
2697,1,0.198298687,39,0,1.102027178,4488.0,16,0,1,2,2,58.731094715622014,0.0,0,0,0.0
2698,1,0.362917295,50,0,0.714369731,5100.0,22,0,1,1,0,46.38524780137783,0.0,2,1,0.0
2699,0,0.947815368,30,0,3.0,,4,2,0,1,0,73.98336797419931,17.20701423402106,1,0,0.0
2700,1,0.9999999,36,0,0.024890942,3896.0,1,3,0,1,1,70.04293169215606,174.51288030898937,3,0,0.0
2701,1,0.922046868,60,1,1.426985008,1800.0,12,2,1,1,0,92.63377126446574,122.67795039672858,3,1,559.027722715849
2702,0,1.114540317,52,4,0.47184466,514.0,5,1,0,1,0,61.1294427518953,51.400000000000006,3,1,257.0
2703,1,0.0,44,0,0.290829445,10500.0,9,0,2,1,0,89.88042731886388,183.3345520357039,1,0,0.0
2704,0,0.94723462,37,3,0.360655738,2500.0,5,2,0,3,0,68.79827295572414,18.88281036861881,4,1,0.0
2705,1,0.9999999,44,0,1.286475683,1500.0,3,0,1,1,2,76.70975131101281,127.3822818122279,2,1,0.0
2706,1,0.927946689,48,0,0.032210292,2700.0,3,1,0,1,2,33.198899987775576,0.0,4,1,0.0
2707,1,0.593198757,52,0,0.316311353,6050.0,14,0,1,1,0,111.29264999078688,136.87525915225348,2,0,527.1594485402201
2708,1,0.501730104,29,0,0.15845983,2700.0,8,0,0,1,1,44.03789060487262,139.0281830940952,0,1,0.0
2709,0,0.842078961,55,0,3.0,,4,0,0,1,0,64.39064494122377,0.0,1,0,541.8087360799916
2710,1,0.863600351,55,0,0.402224861,16000.0,17,0,2,1,3,69.72701773001147,206.45788043417983,0,0,547.6619593564485
2711,1,0.017954698,50,0,0.113681805,3500.0,4,0,0,1,1,108.24252994186313,147.11987864057272,3,0,0.0
2712,1,0.32667839,30,1,3.0,,15,0,2,1,0,31.084278039185826,15.082774571508487,1,0,0.0
2713,1,0.165518774,29,1,0.291815455,7000.0,9,0,1,1,2,50.33575193892024,0.0,1,1,0.0
2714,1,0.0,23,1,0.139643861,3200.0,5,0,0,1,1,56.39504325464009,121.61757799191514,1,1,0.0
2715,1,0.015069998,54,2,0.163108598,11850.0,7,0,2,2,0,72.32361053325292,68.60917164322183,4,1,518.5058926563181
2716,1,0.436205104,32,0,0.392570063,4602.0,10,0,2,1,1,64.79558451581886,24.42046891275488,3,1,0.0
2717,1,0.053135266,38,0,0.380610064,5146.0,9,0,1,1,3,66.22603689175838,63.61985661288132,3,1,0.0
2718,1,0.9999999,36,0,3.0,,2,0,0,1,0,73.0494437846246,143.09224982431454,2,1,0.0
2719,0,0.9999999,32,0,3.0,,2,0,0,1,0,84.10734480595178,0.0,2,0,0.0
2720,0,1.215568862,58,0,0.159325638,6583.0,2,1,1,1,1,87.89647338747838,0.0,3,1,565.5887478285226
